Threshold: -3.00 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.80 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.70 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.60 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.50 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.40 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.30 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.20 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.10 ,Senstivity: 1.00 ,Specificity: 0.00 ,Accuracy: 0.48 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: -1.00 ,Senstivity: 1.00 ,Specificity: 0.05 ,Accuracy: 0.51 ,mcc scores: 0.16 ,roc-auc scores: 0.68 ,cohen scores: 0.05 
Threshold: -0.90 ,Senstivity: 0.97 ,Specificity: 0.12 ,Accuracy: 0.53 ,mcc scores: 0.18 ,roc-auc scores: 0.68 ,cohen scores: 0.09 
Threshold: -0.80 ,Senstivity: 0.95 ,Specificity: 0.17 ,Accuracy: 0.55 ,mcc scores: 0.19 ,roc-auc scores: 0.68 ,cohen scores: 0.12 
Threshold: -0.70 ,Senstivity: 0.92 ,Specificity: 0.20 ,Accuracy: 0.55 ,mcc scores: 0.17 ,roc-auc scores: 0.68 ,cohen scores: 0.12 
Threshold: -0.60 ,Senstivity: 0.89 ,Specificity: 0.30 ,Accuracy: 0.58 ,mcc scores: 0.24 ,roc-auc scores: 0.68 ,cohen scores: 0.19 
Threshold: -0.50 ,Senstivity: 0.78 ,Specificity: 0.40 ,Accuracy: 0.58 ,mcc scores: 0.20 ,roc-auc scores: 0.68 ,cohen scores: 0.18 
Threshold: -0.40 ,Senstivity: 0.73 ,Specificity: 0.42 ,Accuracy: 0.57 ,mcc scores: 0.16 ,roc-auc scores: 0.68 ,cohen scores: 0.15 
Threshold: -0.30 ,Senstivity: 0.65 ,Specificity: 0.55 ,Accuracy: 0.60 ,mcc scores: 0.20 ,roc-auc scores: 0.68 ,cohen scores: 0.20 
Threshold: -0.20 ,Senstivity: 0.57 ,Specificity: 0.57 ,Accuracy: 0.57 ,mcc scores: 0.14 ,roc-auc scores: 0.68 ,cohen scores: 0.14 
Threshold: -0.10 ,Senstivity: 0.54 ,Specificity: 0.68 ,Accuracy: 0.61 ,mcc scores: 0.22 ,roc-auc scores: 0.68 ,cohen scores: 0.22 
Threshold: 0.00 ,Senstivity: 0.49 ,Specificity: 0.78 ,Accuracy: 0.64 ,mcc scores: 0.27 ,roc-auc scores: 0.68 ,cohen scores: 0.26 
Threshold: 0.10 ,Senstivity: 0.43 ,Specificity: 0.80 ,Accuracy: 0.62 ,mcc scores: 0.25 ,roc-auc scores: 0.68 ,cohen scores: 0.24 
Threshold: 0.20 ,Senstivity: 0.41 ,Specificity: 0.85 ,Accuracy: 0.64 ,mcc scores: 0.29 ,roc-auc scores: 0.68 ,cohen scores: 0.26 
Threshold: 0.30 ,Senstivity: 0.35 ,Specificity: 0.93 ,Accuracy: 0.65 ,mcc scores: 0.34 ,roc-auc scores: 0.68 ,cohen scores: 0.28 
Threshold: 0.40 ,Senstivity: 0.35 ,Specificity: 0.93 ,Accuracy: 0.65 ,mcc scores: 0.34 ,roc-auc scores: 0.68 ,cohen scores: 0.28 
Threshold: 0.50 ,Senstivity: 0.32 ,Specificity: 0.95 ,Accuracy: 0.65 ,mcc scores: 0.36 ,roc-auc scores: 0.68 ,cohen scores: 0.28 
Threshold: 0.60 ,Senstivity: 0.27 ,Specificity: 0.97 ,Accuracy: 0.64 ,mcc scores: 0.35 ,roc-auc scores: 0.68 ,cohen scores: 0.25 
Threshold: 0.70 ,Senstivity: 0.24 ,Specificity: 0.97 ,Accuracy: 0.62 ,mcc scores: 0.32 ,roc-auc scores: 0.68 ,cohen scores: 0.22 
Threshold: 0.80 ,Senstivity: 0.19 ,Specificity: 0.97 ,Accuracy: 0.60 ,mcc scores: 0.27 ,roc-auc scores: 0.68 ,cohen scores: 0.17 
Threshold: 0.90 ,Senstivity: 0.16 ,Specificity: 1.00 ,Accuracy: 0.60 ,mcc scores: 0.30 ,roc-auc scores: 0.68 ,cohen scores: 0.17 
Threshold: 1.00 ,Senstivity: 0.11 ,Specificity: 1.00 ,Accuracy: 0.57 ,mcc scores: 0.24 ,roc-auc scores: 0.68 ,cohen scores: 0.11 
Threshold: 1.10 ,Senstivity: 0.08 ,Specificity: 1.00 ,Accuracy: 0.56 ,mcc scores: 0.21 ,roc-auc scores: 0.68 ,cohen scores: 0.08 
Threshold: 1.20 ,Senstivity: 0.05 ,Specificity: 1.00 ,Accuracy: 0.55 ,mcc scores: 0.17 ,roc-auc scores: 0.68 ,cohen scores: 0.06 
Threshold: 1.30 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 1.40 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 1.50 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 1.60 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 1.70 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 1.80 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 1.90 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.00 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.10 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.20 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.30 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.40 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.50 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.60 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.70 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.80 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
Threshold: 2.90 ,Senstivity: 0.00 ,Specificity: 1.00 ,Accuracy: 0.52 ,mcc scores: 0.00 ,roc-auc scores: 0.68 ,cohen scores: 0.00 
